# Early Successional Microplot Biomass (Sorted to species)
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/154
# The newest version of the data https://lter.kbs.msu.edu/datatables/154.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/60.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# sample_date		date of sampling
# species		species observed
# treatment		LTER treatment identifier
# replicate		replicate
# method		the sampling protocol used. "sorted to species" means that the samples were sorted to species and any remaining material is classified as unsorted. "not_sorted" means that no attempt was made to sort and the material is just classified as unsorted.
# disturbed		has the plot been tilled annually (true or false)
# fertilized		has nitrogen fertilizer been applied to the plot (true or false)
# biomass_g_m2	gramsPerSquareMeter	dry biomass measured per square meter
# area_sampled	squareMeter	area that was sampled
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
sample_date,species,treatment,replicate,method,disturbed,fertilized,biomass_g_m2,area_sampled
2007-08-21,Setaria viridis (L.) Beauv.,T7,R2,sorted_to_species,disturbed,fertilized,0.73,1
2007-08-21,Sonchus sp.,T7,R2,sorted_to_species,disturbed,unfertilized,3.62,1
2007-08-21,Surface Litter,T7,R2,sorted_to_species,disturbed,unfertilized,19.75,1
2007-08-21,Cyperus esculentus L.,T7,R2,sorted_to_species,disturbed,fertilized,2.7,1
2007-08-21,Sonchus sp.,T7,R2,sorted_to_species,disturbed,fertilized,0.05,1
2007-08-21,Abutilon theophrasti Medikus,T7,R2,sorted_to_species,disturbed,unfertilized,0.5,1
2007-08-21,Elymus repens (L.) Gould,T7,R2,sorted_to_species,disturbed,unfertilized,13.41,1
2007-08-21,Amaranthus retroflexus L.,T7,R2,sorted_to_species,disturbed,unfertilized,3.97,1
2007-08-21,Ambrosia artemisiifolia L.,T7,R2,sorted_to_species,disturbed,unfertilized,54.23,1
2007-08-21,Chenopodium album L.,T7,R2,sorted_to_species,disturbed,unfertilized,14.2,1
2007-08-21,Cyperus esculentus L.,T7,R2,sorted_to_species,disturbed,unfertilized,23.47,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R2,sorted_to_species,disturbed,unfertilized,22.85,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R2,sorted_to_species,disturbed,unfertilized,10.29,1
2007-08-21,Eragrostis cilianensis (All.) E.Mosher,T7,R2,sorted_to_species,disturbed,unfertilized,0.16,1
2007-08-21,Panicum dichotomiflorum Michx.,T7,R2,sorted_to_species,disturbed,unfertilized,0.17,1
2007-08-21,Portulaca oleracea L.,T7,R2,sorted_to_species,disturbed,unfertilized,0.16,1
2007-08-21,Rumex crispus L.,T7,R2,sorted_to_species,disturbed,unfertilized,0.005,1
2007-08-21,Standing Dead,T7,R2,sorted_to_species,disturbed,unfertilized,21.76,1
2007-08-21,Setaria faberi Herrm.,T7,R2,sorted_to_species,disturbed,unfertilized,60.63,1
2007-08-21,Surface Litter,T7,R2,sorted_to_species,disturbed,fertilized,22.97,1
2007-08-21,Taraxacum officinale Weber in,T7,R2,sorted_to_species,disturbed,fertilized,0.005,1
2007-08-21,Asclepias syriaca L.,T7,R3,sorted_to_species,disturbed,unfertilized,14.47,1
2007-08-21,Taraxacum officinale Weber in,T7,R3,sorted_to_species,disturbed,fertilized,0.02,1
2007-08-21,Surface Litter,T7,R3,sorted_to_species,disturbed,fertilized,9.42,1
2007-08-21,Setaria faberi Herrm.,T7,R3,sorted_to_species,disturbed,fertilized,216.65,1
2007-08-21,Standing Dead,T7,R3,sorted_to_species,disturbed,fertilized,15.19,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R3,sorted_to_species,disturbed,fertilized,10.03,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R3,sorted_to_species,disturbed,fertilized,3.64,1
2007-08-21,Cyperus esculentus L.,T7,R3,sorted_to_species,disturbed,fertilized,8.57,1
2007-08-21,Chenopodium album L.,T7,R3,sorted_to_species,disturbed,fertilized,81.9,1
2007-08-21,Amaranthus retroflexus L.,T7,R3,sorted_to_species,disturbed,fertilized,23.84,1
2007-08-21,Abutilon theophrasti Medikus,T7,R3,sorted_to_species,disturbed,fertilized,23.41,1
2007-08-21,Elymus repens (L.) Gould,T7,R3,sorted_to_species,disturbed,unfertilized,5.66,1
2007-08-21,Abutilon theophrasti Medikus,T7,R3,sorted_to_species,disturbed,unfertilized,2.48,1
2007-08-21,Chenopodium album L.,T7,R3,sorted_to_species,disturbed,unfertilized,5.62,1
2007-08-21,Cyperus esculentus L.,T7,R3,sorted_to_species,disturbed,unfertilized,12.84,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R3,sorted_to_species,disturbed,unfertilized,30.43,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R3,sorted_to_species,disturbed,unfertilized,31.74,1
2007-08-21,Standing Dead,T7,R3,sorted_to_species,disturbed,unfertilized,21.48,1
2007-08-21,Setaria faberi Herrm.,T7,R3,sorted_to_species,disturbed,unfertilized,156.11,1
2007-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R3,sorted_to_species,disturbed,unfertilized,0.35,1
2007-08-21,Surface Litter,T7,R3,sorted_to_species,disturbed,unfertilized,36.59,1
2007-08-21,Amaranthus retroflexus L.,T7,R4,sorted_to_species,disturbed,unfertilized,0.78,1
2007-08-21,Chenopodium album L.,T7,R4,sorted_to_species,disturbed,unfertilized,11.15,1
2007-08-21,Panicum dichotomiflorum Michx.,T7,R4,sorted_to_species,disturbed,unfertilized,0.52,1
2007-08-21,Standing Dead,T7,R4,sorted_to_species,disturbed,unfertilized,16.46,1
2007-08-21,Setaria faberi Herrm.,T7,R4,sorted_to_species,disturbed,unfertilized,124.82,1
2007-08-21,Setaria viridis (L.) Beauv.,T7,R4,sorted_to_species,disturbed,unfertilized,0.06,1
2007-08-21,Panicum capillare L.,T7,R4,sorted_to_species,disturbed,unfertilized,0.63,1
2007-08-21,Surface Litter,T7,R4,sorted_to_species,disturbed,fertilized,12.07,1
2007-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R4,sorted_to_species,disturbed,fertilized,0.14,1
2007-08-21,Setaria faberi Herrm.,T7,R4,sorted_to_species,disturbed,fertilized,61.72,1
2007-08-21,Standing Dead,T7,R4,sorted_to_species,disturbed,fertilized,8.13,1
2007-08-21,Panicum capillare L.,T7,R4,sorted_to_species,disturbed,fertilized,0.1,1
2007-08-21,Mollugo verticillata L.,T7,R4,sorted_to_species,disturbed,fertilized,0.24,1
2007-08-21,Eragrostis cilianensis (All.) E.Mosher,T7,R4,sorted_to_species,disturbed,fertilized,2.17,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R4,sorted_to_species,disturbed,fertilized,39.13,1
2007-08-21,Chenopodium album L.,T7,R4,sorted_to_species,disturbed,fertilized,187.13,1
2007-08-21,Amaranthus retroflexus L.,T7,R4,sorted_to_species,disturbed,fertilized,14.67,1
2007-08-21,Abutilon theophrasti Medikus,T7,R4,sorted_to_species,disturbed,fertilized,7.92,1
2007-08-21,Cyperus esculentus L.,T7,R4,sorted_to_species,disturbed,unfertilized,5.63,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R4,sorted_to_species,disturbed,unfertilized,4.48,1
2007-08-21,Surface Litter,T7,R4,sorted_to_species,disturbed,unfertilized,12.34,1
2007-08-21,Taraxacum officinale Weber in,T7,R4,sorted_to_species,disturbed,unfertilized,0.4,1
2007-08-21,Mollugo verticillata L.,T7,R4,sorted_to_species,disturbed,unfertilized,0.13,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R4,sorted_to_species,disturbed,unfertilized,40.3,1
2007-08-21,Abutilon theophrasti Medikus,T7,R4,sorted_to_species,disturbed,unfertilized,0.81,1
2007-08-21,Elymus repens (L.) Gould,T7,R4,sorted_to_species,disturbed,unfertilized,7.05,1
2007-08-21,Setaria faberi Herrm.,T7,R5,sorted_to_species,disturbed,fertilized,317.97,1
2007-08-21,Abutilon theophrasti Medikus,T7,R5,sorted_to_species,disturbed,fertilized,8.18,1
2007-08-21,Elymus repens (L.) Gould,T7,R5,sorted_to_species,disturbed,fertilized,0.34,1
2007-08-21,Amaranthus retroflexus L.,T7,R5,sorted_to_species,disturbed,fertilized,55.05,1
2007-08-21,Chenopodium album L.,T7,R5,sorted_to_species,disturbed,fertilized,197.79,1
2007-08-21,Cyperus esculentus L.,T7,R5,sorted_to_species,disturbed,fertilized,0.45,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R5,sorted_to_species,disturbed,fertilized,2.1,1
2007-08-21,Surface Litter,T7,R5,sorted_to_species,disturbed,unfertilized,43.5,1
2007-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R5,sorted_to_species,disturbed,unfertilized,22.41,1
2007-08-21,Setaria faberi Herrm.,T7,R5,sorted_to_species,disturbed,unfertilized,269.03,1
2007-08-21,Standing Dead,T7,R5,sorted_to_species,disturbed,unfertilized,20.88,1
2007-08-21,Persicaria maculosa  Gray,T7,R5,sorted_to_species,disturbed,unfertilized,0.37,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R5,sorted_to_species,disturbed,unfertilized,6.67,1
2007-08-21,Cyperus esculentus L.,T7,R5,sorted_to_species,disturbed,unfertilized,0.05,1
2007-08-21,Chenopodium album L.,T7,R5,sorted_to_species,disturbed,unfertilized,46.11,1
2007-08-21,Amaranthus retroflexus L.,T7,R5,sorted_to_species,disturbed,unfertilized,19.23,1
2007-08-21,Elymus repens (L.) Gould,T7,R5,sorted_to_species,disturbed,unfertilized,42.35,1
2007-08-21,Abutilon theophrasti Medikus,T7,R5,sorted_to_species,disturbed,unfertilized,9.92,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R5,sorted_to_species,disturbed,fertilized,2.26,1
2007-08-21,Surface Litter,T7,R5,sorted_to_species,disturbed,fertilized,15.02,1
2007-08-21,Standing Dead,T7,R5,sorted_to_species,disturbed,fertilized,14.7,1
2007-08-21,Echinochloa crus-galli (L.) Beauv.,T7,R5,sorted_to_species,disturbed,fertilized,2.42,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R6,sorted_to_species,disturbed,unfertilized,42.38,1
2007-08-21,Euphorbia maculata L.,T7,R6,sorted_to_species,disturbed,fertilized,0.03,1
2007-08-21,Ambrosia artemisiifolia L.,T7,R6,sorted_to_species,disturbed,fertilized,119.14,1
2007-08-21,Surface Litter,T7,R6,sorted_to_species,disturbed,unfertilized,19.06,1
2007-08-21,Setaria viridis (L.) Beauv.,T7,R6,sorted_to_species,disturbed,unfertilized,3.67,1
2007-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R6,sorted_to_species,disturbed,unfertilized,13.38,1
2007-08-21,Setaria faberi Herrm.,T7,R6,sorted_to_species,disturbed,unfertilized,111.58,1
2007-08-21,Standing Dead,T7,R6,sorted_to_species,disturbed,unfertilized,26.23,1
2007-08-21,Portulaca oleracea L.,T7,R6,sorted_to_species,disturbed,unfertilized,0.73,1
2007-08-21,Panicum dichotomiflorum Michx.,T7,R6,sorted_to_species,disturbed,unfertilized,2.29,1
2007-08-21,Mollugo verticillata L.,T7,R6,sorted_to_species,disturbed,unfertilized,0.05,1
2007-08-21,Abutilon theophrasti Medikus,T7,R6,sorted_to_species,disturbed,unfertilized,9.75,1
2007-08-21,Elymus repens (L.) Gould,T7,R6,sorted_to_species,disturbed,unfertilized,0.67,1
2007-08-21,Amaranthus retroflexus L.,T7,R6,sorted_to_species,disturbed,unfertilized,6.99,1
2007-08-21,Ambrosia artemisiifolia L.,T7,R6,sorted_to_species,disturbed,unfertilized,88.09,1
2007-08-21,Chenopodium album L.,T7,R6,sorted_to_species,disturbed,unfertilized,37.78,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R6,sorted_to_species,disturbed,unfertilized,3.59,1
2007-08-21,Digitaria sanguinalis (L.) Scop.,T7,R6,sorted_to_species,disturbed,fertilized,2.54,1
2007-08-21,Abutilon theophrasti Medikus,T7,R6,sorted_to_species,disturbed,fertilized,12.06,1
2007-08-21,Elymus repens (L.) Gould,T7,R6,sorted_to_species,disturbed,fertilized,0.07,1
2007-08-21,Setaria viridis (L.) Beauv.,T7,R6,sorted_to_species,disturbed,fertilized,0.39,1
2007-08-21,Surface Litter,T7,R6,sorted_to_species,disturbed,fertilized,27.9,1
2007-08-21,Setaria faberi Herrm.,T7,R6,sorted_to_species,disturbed,fertilized,167.07,1
2007-08-21,Standing Dead,T7,R6,sorted_to_species,disturbed,fertilized,13.03,1
2007-08-21,Mollugo verticillata L.,T7,R6,sorted_to_species,disturbed,fertilized,2.63,1
2007-08-21,Setaria pumila (Poir.) Roem. & Schult,T7,R6,sorted_to_species,disturbed,fertilized,0.71,1
2007-08-21,Amaranthus retroflexus L.,T7,R6,sorted_to_species,disturbed,fertilized,42.34,1
2007-08-21,Chenopodium album L.,T7,R6,sorted_to_species,disturbed,fertilized,71.74,1
2007-08-21,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,T7,R6,sorted_to_species,disturbed,fertilized,0.25,1
2007-08-08,Standing Dead,T7,R1,sorted_to_species,undisturbed,unfertilized,89.33,1
2007-08-08,Rumex crispus L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.01,1
2007-08-08,Dactylis glomerata L.,T7,R1,sorted_to_species,undisturbed,fertilized,0.18,1
2007-08-08,Poa pratensis L.,T7,R1,sorted_to_species,undisturbed,unfertilized,20.7,1
2007-08-08,Poa compressa L.,T7,R1,sorted_to_species,undisturbed,unfertilized,1.3,1
2007-08-08,Phleum pratense L.,T7,R1,sorted_to_species,undisturbed,unfertilized,76.4,1
2007-08-08,Daucus carota L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.3,1
2007-08-08,Dactylis glomerata L.,T7,R1,sorted_to_species,undisturbed,unfertilized,21.71,1
2007-08-08,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,T7,R1,sorted_to_species,undisturbed,unfertilized,0.01,1
2007-08-08,Achillea millefolium L.,T7,R1,sorted_to_species,undisturbed,unfertilized,0.35,1
2007-08-08,Bromus inermis Leyss.,T7,R1,sorted_to_species,undisturbed,fertilized,179.45,1
2007-08-08,Taraxacum officinale Weber in,T7,R1,sorted_to_species,undisturbed,unfertilized,0.005,1
2007-08-08,Surface Litter,T7,R1,sorted_to_species,undisturbed,unfertilized,248.85,1
2007-08-08,Solidago canadensis L.,T7,R1,sorted_to_species,undisturbed,unfertilized,2.33,1
2007-08-08,Unknown dicot (*),T7,R1,sorted_to_species,undisturbed,fertilized,0.07,1
2007-08-08,Surface Litter,T7,R1,sorted_to_species,undisturbed,fertilized,254.65,1
2007-08-08,Solidago canadensis L.,T7,R1,sorted_to_species,undisturbed,fertilized,34.22,1
2007-08-08,Standing Dead,T7,R1,sorted_to_species,undisturbed,fertilized,100.37,1
2007-08-08,Robinia pseudoacacia L.,T7,R1,sorted_to_species,undisturbed,fertilized,1.38,1
2007-08-08,Phleum pratense L.,T7,R1,sorted_to_species,undisturbed,fertilized,44.24,1
2007-08-08,Conyza canadensis (L.) Cronq.,T7,R1,sorted_to_species,undisturbed,fertilized,0.31,1
2007-08-08,Surface Litter,T7,R2,sorted_to_species,undisturbed,fertilized,657.68,1
2007-08-08,Trifolium pratense L.,T7,R2,sorted_to_species,undisturbed,fertilized,0.04,1
2007-08-08,Standing Dead,T7,R2,sorted_to_species,undisturbed,unfertilized,178.48,1
2007-08-08,Trifolium pratense L.,T7,R2,sorted_to_species,undisturbed,unfertilized,8.27,1
2007-08-08,Surface Litter,T7,R2,sorted_to_species,undisturbed,unfertilized,229.42,1
2007-08-08,Bromus mollis L.,T7,R2,sorted_to_species,undisturbed,fertilized,2.05,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R2,sorted_to_species,undisturbed,fertilized,1.61,1
2007-08-08,Apocynum cannabinum L.,T7,R2,sorted_to_species,undisturbed,fertilized,11.2,1
2007-08-08,Rumex crispus L.,T7,R2,sorted_to_species,undisturbed,fertilized,16.3,1
2007-08-08,Rumex crispus L.,T7,R2,sorted_to_species,undisturbed,unfertilized,32.59,1
2007-08-08,Rubus allegheniensis T.C. Porter (*),T7,R2,sorted_to_species,undisturbed,unfertilized,69.99,1
2007-08-08,Poa pratensis L.,T7,R2,sorted_to_species,undisturbed,unfertilized,60.47,1
2007-08-08,Poa compressa L.,T7,R2,sorted_to_species,undisturbed,unfertilized,13.15,1
2007-08-08,Geum sp.,T7,R2,sorted_to_species,undisturbed,unfertilized,6.85,1
2007-08-08,Erigeron annuus (L.) Pers.,T7,R2,sorted_to_species,undisturbed,unfertilized,24.13,1
2007-08-08,Daucus carota L.,T7,R2,sorted_to_species,undisturbed,unfertilized,0.3,1
2007-08-08,Dactylis glomerata L.,T7,R2,sorted_to_species,undisturbed,unfertilized,52.93,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R2,sorted_to_species,undisturbed,unfertilized,0.08,1
2007-08-08,Apocynum cannabinum L.,T7,R2,sorted_to_species,undisturbed,unfertilized,30.71,1
2007-08-08,Elymus repens (L.) Gould,T7,R2,sorted_to_species,undisturbed,unfertilized,11.81,1
2007-08-08,Euthamia graminifolia (L.) Nutt.,T7,R2,sorted_to_species,undisturbed,unfertilized,17.71,1
2007-08-08,Solidago canadensis L.,T7,R2,sorted_to_species,undisturbed,unfertilized,267.58,1
2007-08-08,Galium sp. (*),T7,R2,sorted_to_species,undisturbed,fertilized,6.45,1
2007-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R2,sorted_to_species,undisturbed,fertilized,34.71,1
2007-08-08,Poa pratensis L.,T7,R2,sorted_to_species,undisturbed,fertilized,1.76,1
2007-08-08,Rubus allegheniensis T.C. Porter (*),T7,R2,sorted_to_species,undisturbed,fertilized,29.43,1
2007-08-08,Erigeron annuus (L.) Pers.,T7,R2,sorted_to_species,undisturbed,fertilized,6.98,1
2007-08-08,Standing Dead,T7,R2,sorted_to_species,undisturbed,fertilized,15.01,1
2007-08-08,Solidago canadensis L.,T7,R2,sorted_to_species,undisturbed,fertilized,433.47,1
2007-08-08,Poa pratensis L.,T7,R3,sorted_to_species,undisturbed,fertilized,1.67,1
2007-08-08,Achillea millefolium L.,T7,R3,sorted_to_species,undisturbed,fertilized,0.57,1
2007-08-08,Aster pilosus Willd.,T7,R3,sorted_to_species,undisturbed,fertilized,8.84,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R3,sorted_to_species,undisturbed,fertilized,0.16,1
2007-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R3,sorted_to_species,undisturbed,fertilized,54.1,1
2007-08-08,Phleum pratense L.,T7,R3,sorted_to_species,undisturbed,fertilized,0.2,1
2007-08-08,Rumex crispus L.,T7,R3,sorted_to_species,undisturbed,fertilized,28.33,1
2007-08-08,Standing Dead,T7,R3,sorted_to_species,undisturbed,fertilized,29.32,1
2007-08-08,Solidago canadensis L.,T7,R3,sorted_to_species,undisturbed,fertilized,286.91,1
2007-08-08,Surface Litter,T7,R3,sorted_to_species,undisturbed,fertilized,199.75,1
2007-08-08,Trifolium pratense L.,T7,R3,sorted_to_species,undisturbed,fertilized,1.53,1
2007-08-08,Rumex crispus L.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.57,1
2007-08-08,Achillea millefolium L.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.06,1
2007-08-08,Apocynum cannabinum L.,T7,R3,sorted_to_species,undisturbed,unfertilized,113.13,1
2007-08-08,Aster sagittifolius,T7,R3,sorted_to_species,undisturbed,unfertilized,2.87,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.45,1
2007-08-08,Bromus inermis Leyss.,T7,R3,sorted_to_species,undisturbed,unfertilized,4.04,1
2007-08-08,Bromus tectorum L.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.53,1
2007-08-08,Daucus carota L.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.005,1
2007-08-08,Hieracium sp. (*),T7,R3,sorted_to_species,undisturbed,unfertilized,0.11,1
2007-08-08,Hypericum perforatum L.,T7,R3,sorted_to_species,undisturbed,unfertilized,35.42,1
2007-08-08,Poa compressa L.,T7,R3,sorted_to_species,undisturbed,unfertilized,20.13,1
2007-08-08,Poa pratensis L.,T7,R3,sorted_to_species,undisturbed,unfertilized,81.86,1
2007-08-08,Standing Dead,T7,R3,sorted_to_species,undisturbed,unfertilized,170.87,1
2007-08-08,Solidago canadensis L.,T7,R3,sorted_to_species,undisturbed,unfertilized,234.28,1
2007-08-08,Euthamia graminifolia (L.) Nutt.,T7,R3,sorted_to_species,undisturbed,unfertilized,9.66,1
2007-08-08,Surface Litter,T7,R3,sorted_to_species,undisturbed,unfertilized,164.69,1
2007-08-08,Taraxacum officinale Weber in,T7,R3,sorted_to_species,undisturbed,unfertilized,0.005,1
2007-08-08,Trifolium pratense L.,T7,R3,sorted_to_species,undisturbed,unfertilized,33.53,1
2007-08-08,Veronica arvensis L.,T7,R3,sorted_to_species,undisturbed,unfertilized,0.02,1
2007-08-08,Euthamia graminifolia (L.) Nutt.,T7,R4,sorted_to_species,undisturbed,unfertilized,11.78,1
2007-08-08,Rubus occidentalis L. (*),T7,R4,sorted_to_species,undisturbed,fertilized,3.39,1
2007-08-08,Rubus allegheniensis T.C. Porter (*),T7,R4,sorted_to_species,undisturbed,fertilized,71.07,1
2007-08-08,Rhus typhina L.,T7,R4,sorted_to_species,undisturbed,fertilized,39.86,1
2007-08-08,Potentilla recta L.,T7,R4,sorted_to_species,undisturbed,fertilized,1.13,1
2007-08-08,Poa pratensis L.,T7,R4,sorted_to_species,undisturbed,fertilized,0.77,1
2007-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R4,sorted_to_species,undisturbed,fertilized,16.37,1
2007-08-08,Hypericum perforatum L.,T7,R4,sorted_to_species,undisturbed,fertilized,0.33,1
2007-08-08,Geum sp.,T7,R4,sorted_to_species,undisturbed,fertilized,0.82,1
2007-08-08,Hypericum perforatum L.,T7,R4,sorted_to_species,undisturbed,unfertilized,0.06,1
2007-08-08,Trifolium pratense L.,T7,R4,sorted_to_species,undisturbed,unfertilized,17.15,1
2007-08-08,Taraxacum officinale Weber in,T7,R4,sorted_to_species,undisturbed,unfertilized,0.05,1
2007-08-08,Surface Litter,T7,R4,sorted_to_species,undisturbed,unfertilized,129.05,1
2007-08-08,Stellaria media (L.) Vill.,T7,R4,sorted_to_species,undisturbed,unfertilized,0.08,1
2007-08-08,Poa compressa L.,T7,R4,sorted_to_species,undisturbed,unfertilized,7.32,1
2007-08-08,Phleum pratense L.,T7,R4,sorted_to_species,undisturbed,unfertilized,300.56,1
2007-08-08,Lotus corniculatus L.,T7,R4,sorted_to_species,undisturbed,unfertilized,14.04,1
2007-08-08,Asclepias syriaca L.,T7,R4,sorted_to_species,undisturbed,fertilized,41.2,1
2007-08-08,Aster sagittifolius,T7,R4,sorted_to_species,undisturbed,fertilized,7.83,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R4,sorted_to_species,undisturbed,fertilized,1.2,1
2007-08-08,Daucus carota L.,T7,R4,sorted_to_species,undisturbed,fertilized,31.68,1
2007-08-08,Bromus tectorum L.,T7,R4,sorted_to_species,undisturbed,fertilized,19.34,1
2007-08-08,Erigeron annuus (L.) Pers.,T7,R4,sorted_to_species,undisturbed,fertilized,31.33,1
2007-08-08,Trifolium pratense L.,T7,R4,sorted_to_species,undisturbed,fertilized,1.66,1
2007-08-08,Surface Litter,T7,R4,sorted_to_species,undisturbed,fertilized,135.01,1
2007-08-08,Euthamia graminifolia (L.) Nutt.,T7,R4,sorted_to_species,undisturbed,fertilized,40.45,1
2007-08-08,Solidago canadensis L.,T7,R4,sorted_to_species,undisturbed,fertilized,105.05,1
2007-08-08,Standing Dead,T7,R4,sorted_to_species,undisturbed,fertilized,25.79,1
2007-08-08,Rumex crispus L.,T7,R4,sorted_to_species,undisturbed,fertilized,0.04,1
2007-08-08,Erigeron annuus (L.) Pers.,T7,R4,sorted_to_species,undisturbed,unfertilized,0.04,1
2007-08-08,Daucus carota L.,T7,R4,sorted_to_species,undisturbed,unfertilized,20.15,1
2007-08-08,Bromus tectorum L.,T7,R4,sorted_to_species,undisturbed,unfertilized,1.83,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R4,sorted_to_species,undisturbed,unfertilized,2.39,1
2007-08-08,Veronica sp.,T7,R4,sorted_to_species,undisturbed,unfertilized,0.04,1
2007-08-08,Standing Dead,T7,R4,sorted_to_species,undisturbed,unfertilized,96.74,1
2007-08-08,Rhus typhina L.,T7,R4,sorted_to_species,undisturbed,unfertilized,74.26,1
2007-08-08,Potentilla recta L.,T7,R4,sorted_to_species,undisturbed,unfertilized,9.13,1
2007-08-08,Poa pratensis L.,T7,R4,sorted_to_species,undisturbed,unfertilized,6.88,1
2007-08-08,Bromus inermis Leyss.,T7,R5,sorted_to_species,undisturbed,fertilized,462.29,1
2007-08-08,Trifolium pratense L.,T7,R5,sorted_to_species,undisturbed,unfertilized,43.75,1
2007-08-08,Surface Litter,T7,R5,sorted_to_species,undisturbed,fertilized,222.11,1
2007-08-08,Solidago canadensis L.,T7,R5,sorted_to_species,undisturbed,fertilized,3.12,1
2007-08-08,Standing Dead,T7,R5,sorted_to_species,undisturbed,fertilized,48.37,1
2007-08-08,Poa pratensis L.,T7,R5,sorted_to_species,undisturbed,fertilized,17.19,1
2007-08-08,Poa compressa L.,T7,R5,sorted_to_species,undisturbed,fertilized,3.69,1
2007-08-08,Phleum pratense L.,T7,R5,sorted_to_species,undisturbed,fertilized,29.87,1
2007-08-08,Elymus repens (L.) Gould,T7,R5,sorted_to_species,undisturbed,unfertilized,8.55,1
2007-08-08,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,T7,R5,sorted_to_species,undisturbed,fertilized,19.59,1
2007-08-08,Bromus inermis Leyss.,T7,R5,sorted_to_species,undisturbed,unfertilized,1.9,1
2007-08-08,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,T7,R5,sorted_to_species,undisturbed,unfertilized,9.66,1
2007-08-08,Phleum pratense L.,T7,R5,sorted_to_species,undisturbed,unfertilized,69,1
2007-08-08,Aster pilosus Willd.,T7,R5,sorted_to_species,undisturbed,unfertilized,9.25,1
2007-08-08,Poa pratensis L.,T7,R5,sorted_to_species,undisturbed,unfertilized,4.18,1
2007-08-08,Barbarea vulgaris R. Br.,T7,R5,sorted_to_species,undisturbed,fertilized,0.31,1
2007-08-08,Elymus repens (L.) Gould,T7,R5,sorted_to_species,undisturbed,fertilized,3.98,1
2007-08-08,Standing Dead,T7,R5,sorted_to_species,undisturbed,unfertilized,126.61,1
2007-08-08,Solidago canadensis L.,T7,R5,sorted_to_species,undisturbed,unfertilized,113.93,1
2007-08-08,Surface Litter,T7,R5,sorted_to_species,undisturbed,unfertilized,153.33,1
2007-08-08,Asclepias syriaca L.,T7,R6,sorted_to_species,undisturbed,fertilized,3.32,1
2007-08-08,Erigeron annuus (L.) Pers.,T7,R6,sorted_to_species,undisturbed,fertilized,19.67,1
2007-08-08,Hieracium sp. (*),T7,R6,sorted_to_species,undisturbed,fertilized,2.38,1
2007-08-08,Lamium sp.,T7,R6,sorted_to_species,undisturbed,fertilized,0.19,1
2007-08-08,Silene alba (Mill.) E.H.L.Krause,T7,R6,sorted_to_species,undisturbed,fertilized,4.98,1
